"English language learners","Enrollment","Guidance counselors","instructional_aides_fte","lea_admin_support_staff_fte","lea_administrators_fte","librarian_specialists_fte","librarian_support_staff_fte","number_of_schools","other_staff_fte","school_admin_support_staff_fte","school_administrators_fte","school_counselors_fte","school_psychologists_fte","school_staff_total_fte","spec_ed_students","supervisory_union_number","support_staff_other_fte","support_staff_stu_wo_psych_fte","support_staff_students_fte","teachers_elementary_fte","teachers_kindergarten_fte","teachers_prek_fte","teachers_secondary_fte","teachers_total_fte","teachers_ungraded_fte","migrantYN"
73,3460,8,67,11,5,6,7,6,0,27,11,0,0,0,583,0,90,0,2,109,8,-1,115,233,1,"No"
46,1435,4,3,-1,5,2,1,3,0,14,5,0,0,0,337,0,61,0,4,50,6,-1,54,115,4,"No"
0,671,2,9,5,4,0,-1,1,0,1,1,0,0,0,-1,0,11,0,-1,-1,-1,-1,43,43,-1,"No"
0,620,1,5,-1,2,1,1,2,0,1,2,0,0,0,118,0,1,0,1,18,2,-1,20,45,4,"No"
1,1057,3,8,4,3,2,1,3,0,5,4,0,0,0,194,0,54,0,2,34,5,-1,63,106,4,"No"
1,981,2,13,3,3,2,-1,3,0,6,3,0,0,0,162,0,25,0,-1,28,3,3,30,75,10,"No"
187,4037,10,33,9,18,4,3,7,0,28,10,0,0,0,528,0,79,0,8,110,13,-1,148,296,23,"No"
120,3858,7,39,11,3,5,5,5,0,13,9,0,0,0,545,0,67,0,4,111,10,-1,102,237,13,"No"
4,2734,7,14,11,7,6,-1,6,0,12,8,0,0,0,426,0,31,0,2,77,10,-1,91,188,9,"No"
0,5017,11,62,12,4,7,7,11,0,19,9,0,0,0,1049,0,137,0,6,160,19,-1,151,351,19,"No"
48,3065,8,42,13,5,4,5,4,0,1,7,0,0,0,537,0,129,0,18,90,7,-1,92,202,11,"No"
2,663,2,9,2,1,1,1,3,0,4,2,0,0,0,139,0,17,0,-1,24,3,-1,28,68,12,"No"
152,4697,5,69,13,3,6,3,6,0,16,10,0,0,0,683,0,132,0,17,151,13,-1,159,330,6,"No"
2,2448,8,24,15,5,3,1,8,0,12,11,0,0,0,566,0,54,0,-1,76,10,1,75,176,13,"No"
5,908,3,5,2,1,2,-1,2,0,5,3,0,0,0,128,0,27,0,-1,31,4,-1,31,66,-1,"No"
251,12529,27,212,31,5,19,16,15,0,71,26,0,0,0,2146,0,121,0,20,309,12,-1,389,810,99,"No"
0,1330,3,14,8,2,2,3,4,0,9,8,0,0,0,284,0,36,0,2,42,5,-1,46,99,6,"No"
19,4100,13,60,16,5,7,3,9,0,17,12,0,0,0,758,0,86,0,5,149,16,2,137,304,-1,"No"
73,7730,22,119,6,3,4,8,10,0,38,32,0,0,0,1071,0,140,0,24,249,16,-1,244,527,18,"No"
0,1181,3,22,-1,1,2,1,3,0,10,3,0,0,0,200,0,28,0,-1,38,5,-1,41,90,6,"No"
9,2775,13,51,-1,6,4,2,4,0,7,10,0,0,0,364,0,48,0,99,113,5,-1,93,228,16,"No"
85,5895,12,89,18,4,5,8,7,0,24,17,0,0,0,846,0,107,0,68,154,10,-1,163,341,12,"No"
19,3896,7,64,13,4,4,4,6,0,17,8,0,0,0,567,0,73,0,38,114,14,-1,86,223,8,"No"
1,2411,14,57,6,4,6,6,6,0,13,13,0,0,0,388,0,51,0,18,145,24,-1,176,373,28,"No"
0,903,3,17,1,2,1,-1,1,0,12,5,0,0,0,-1,0,21,0,2,-1,-1,-1,75,75,-1,"No"
27,5830,13,76,8,2,7,1,7,0,31,18,0,0,0,807,0,83,0,11,162,15,4,160,375,34,"No"
5,2037,4,37,5,4,4,-1,4,0,9,6,0,0,0,340,0,69,0,2,71,7,-1,73,157,4,"No"
3,2524,5,26,10,3,2,3,5,0,10,7,0,0,0,281,0,86,0,38,58,7,-1,61,133,5,"No"
32,3486,9,39,22,4,5,4,5,0,14,9,0,0,0,427,0,98,0,8,105,6,-1,111,236,13,"No"
69,2822,6,27,7,7,2,4,5,0,12,10,0,0,0,503,0,46,0,41,63,6,-1,71,152,11,"No"
40,3548,10,52,11,2,5,5,7,0,14,9,0,0,0,603,0,83,0,1,108,13,-1,99,227,5,"No"
143,11707,28,327,22,11,13,16,13,0,77,24,0,0,0,1945,0,205,0,52,328,19,-1,385,786,52,"No"
2,4193,10,65,17,5,3,4,10,0,39,9,0,0,0,685,0,95,0,66,137,14,-1,103,262,6,"No"
5,1679,4,10,5,2,3,-1,3,0,6,4,0,0,0,200,0,19,0,-1,43,4,-1,46,101,7,"No"
1,445,1,12,-1,-1,-1,1,3,0,1,1,0,0,0,131,0,19,0,4,24,3,-1,12,40,-1,"No"
9,1841,4,7,6,2,2,-1,4,0,7,4,0,0,0,382,0,40,0,6,50,7,2,73,135,2,"No"
3,604,2,8,2,2,0,-1,4,0,5,2,0,0,0,158,0,18,0,5,22,3,-1,26,52,-1,"No"
18,2474,5,21,6,5,4,2,6,0,10,7,0,0,0,352,0,58,0,2,57,6,-1,83,154,7,"No"
9,1732,3,14,4,4,2,-1,4,0,6,6,0,0,0,180,0,30,0,2,46,5,2,49,116,13,"No"
154,8069,21,200,37,8,8,4,10,0,89,19,0,0,0,1059,0,97,0,6,209,12,-1,242,479,15,"No"
61,2910,8,45,13,6,4,4,4,0,25,6,0,0,0,448,0,31,0,8,94,10,-1,92,207,10,"No"
178,8241,25,129,18,7,11,20,10,0,46,29,0,0,0,1535,0,381,0,19,270,15,-1,329,658,43,"No"
11,2668,7,47,9,5,3,4,5,0,8,8,0,0,0,467,0,67,0,5,86,11,-1,100,201,3,"No"
112,3413,8,30,10,4,5,5,6,0,16,7,0,0,0,454,0,81,0,10,102,10,-1,120,233,1,"No"
409,8940,26,59,24,1,10,10,9,0,61,20,0,0,0,1338,0,188,0,26,286,21,-1,284,668,76,"No"
1,2721,5,32,12,2,3,9,7,0,9,9,0,0,0,400,0,52,0,10,96,8,-1,108,222,9,"No"
47,3971,10,55,14,3,5,4,7,0,14,11,0,0,0,586,0,92,0,11,101,6,-1,127,254,19,"No"
19,1428,3,20,2,2,2,1,2,0,10,3,0,0,0,254,0,25,0,5,43,5,-1,54,107,4,"No"
2,2024,4,16,7,3,2,3,5,0,8,5,0,0,0,319,0,47,0,3,62,7,-1,62,133,1,"No"
115,3996,10,31,11,4,7,5,7,0,22,15,0,0,0,635,0,84,0,8,112,11,-1,126,261,10,"No"
850,12504,26,75,20,11,7,19,23,0,69,59,0,0,0,2701,0,247,0,23,482,51,2,410,981,35,"No"
1,1508,3,22,5,1,1,0,6,0,6,3,0,0,0,339,0,43,0,3,47,3,-1,43,95,0,"No"
29,4404,11,88,12,5,6,5,6,0,21,11,0,0,0,784,0,97,0,12,114,10,-1,118,285,42,"No"
4,1280,4,7,6,2,2,2,3,0,5,4,0,0,0,137,0,37,0,-1,35,4,-1,45,89,4,"No"
16,1671,4,13,3,3,3,3,3,0,10,6,0,0,0,206,0,51,0,4,37,5,-1,50,100,7,"No"
0,1763,4,18,4,3,2,1,4,0,8,4,0,0,0,219,0,39,0,0,54,5,-1,56,117,1,"No"
0,613,2,12,1,2,1,1,3,0,3,2,0,0,0,109,0,10,0,-1,24,3,-1,17,47,3,"No"
0,974,2,26,6,2,2,1,2,0,5,2,0,0,0,204,0,26,0,8,39,4,-1,35,78,-1,"No"
0,840,3,9,3,3,2,2,2,0,4,3,0,0,0,155,0,19,0,2,24,3,2,24,62,8,"No"
66,2742,7,9,-1,4,3,-1,5,0,56,8,0,0,0,362,0,100,0,10,83,10,-1,89,190,7,"No"
0,471,2,9,4,-1,1,-1,2,0,1,2,0,0,0,73,0,-1,0,-1,16,2,1,19,42,3,"No"
0,900,3,11,6,2,2,0,2,0,4,2,0,0,0,184,0,19,0,1,30,5,3,26,70,5,"No"
-1,67,1,-1,-1,-1,-1,-1,1,0,-1,0,0,0,0,8,0,-1,0,-1,-1,-1,-1,7,8,0,"No"
7,119,-1,-1,-1,-1,-1,-1,1,0,-1,0,0,0,0,56,0,-1,0,0,-1,-1,-1,2,4,2,"No"
0,38,1,-1,-1,-1,-1,-1,1,0,-1,0,0,0,0,33,0,-1,0,1,-1,-1,-1,16,17,1,"No"
0,45,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,0,0,11,0,-1,0,-1,-1,-1,-1,19,21,2,"No"
0,2147,5,35,5,4,4,3,3,0,8,6,0,0,0,297,0,46,0,1,59,7,-1,68,141,7,"No"
3,1186,3,4,6,3,1,-1,2,0,5,3,0,0,0,210,0,26,0,-1,35,2,-1,49,88,1,"No"
1,2275,6,17,9,2,3,5,5,0,12,4,0,0,0,427,0,86,0,3,63,8,-1,71,147,4,"No"
37,4552,13,73,24,5,6,6,6,0,17,11,0,0,0,709,0,112,0,5,174,16,1,180,406,34,"No"
6,2165,4,23,5,4,2,2,5,0,10,4,0,0,0,363,0,41,0,3,66,7,-1,65,142,3,"No"
0,1254,4,22,5,3,3,-1,4,0,8,4,0,0,0,226,0,-1,0,4,47,5,1,39,105,12,"No"
8,2192,4,25,5,4,3,5,8,0,13,7,0,0,0,589,0,57,0,5,83,9,-1,73,173,7,"No"
20,3767,13,5,10,7,3,5,5,0,10,11,0,0,0,529,0,34,0,2,96,13,-1,117,239,13,"No"
2,1155,2,8,7,2,2,1,4,0,3,3,0,0,0,184,0,23,0,-1,32,5,2,39,86,8,"No"
1,1630,3,25,3,2,3,1,5,0,10,5,0,0,0,238,0,43,0,2,44,3,-1,51,109,11,"No"
0,1988,4,24,6,4,3,1,5,0,7,5,0,0,0,224,0,51,0,1,56,7,-1,64,130,2,"No"
0,385,2,2,3,2,1,-1,1,0,1,2,0,0,0,68,0,8,0,1,15,2,2,21,41,-1,"No"
47,4721,12,165,11,7,5,9,5,0,12,13,0,0,0,1024,0,171,0,8,182,9,-1,144,372,36,"No"
59,4194,11,60,28,6,5,1,8,0,15,12,0,0,0,756,0,108,0,3,138,7,-1,151,314,17,"No"
4,2261,5,10,5,3,4,1,4,0,14,7,0,0,0,325,0,91,0,2,59,6,-1,77,158,15,"No"
147,3208,12,23,11,6,5,5,6,0,18,11,0,0,0,454,0,93,0,5,89,10,-1,118,237,19,"No"
7,2041,4,22,3,4,1,3,3,0,9,6,0,0,0,353,0,37,0,2,55,9,-1,60,136,11,"No"
0,853,3,14,3,3,2,-1,2,0,5,3,0,0,0,178,0,21,0,1,29,3,-1,45,83,6,"No"
55,4251,14,41,16,5,6,5,5,0,19,25,0,0,0,663,0,105,0,4,126,7,-1,170,317,13,"No"
85,4061,13,74,30,4,6,7,6,0,18,10,0,0,0,701,0,80,0,10,138,10,-1,141,296,6,"No"
2,3087,7,1,12,3,5,-1,5,0,10,9,0,0,0,474,0,48,0,1,83,9,-1,92,184,-1,"No"
18,3027,8,41,-1,3,3,-1,4,0,27,9,0,0,0,674,0,33,0,11,91,11,7,105,215,-1,"No"
-1,0,1,4,4,1,-1,-1,1,0,1,1,0,0,0,-1,0,9,0,-1,-1,-1,-1,15,15,-1,"No"
11,4183,9,38,9,4,5,-1,5,0,18,7,0,0,0,514,0,75,0,5,105,13,-1,121,246,7,"No"
7,2938,9,35,16,4,5,4,4,0,21,15,0,0,0,377,0,92,0,41,116,10,-1,154,288,7,"No"
6,1518,3,26,5,2,1,2,3,0,5,4,0,0,0,275,0,36,0,2,42,5,-1,46,99,4,"No"
1,836,1,16,1,2,2,-1,3,0,5,2,0,0,0,122,0,12,0,0,25,2,-1,28,62,5,"No"
14,2873,6,46,17,2,4,3,7,0,16,8,0,0,0,290,0,39,0,1,57,4,-1,116,184,6,"No"
0,1220,4,29,6,1,2,1,4,0,9,5,0,0,0,227,0,-1,0,1,32,5,-1,47,94,9,"No"
7,2564,6,28,9,-1,5,3,7,0,11,6,0,0,0,366,0,45,0,4,78,9,-1,88,177,2,"No"
14,3063,7,34,12,6,3,4,5,0,17,8,0,0,0,377,0,78,0,56,67,3,-1,67,148,9,"No"
13,2078,6,9,-1,4,4,-1,5,0,15,7,0,0,0,476,0,69,0,5,59,8,-1,58,128,2,"No"
117,1575,5,19,13,4,3,2,5,0,10,7,0,0,0,324,0,59,0,1,61,6,-1,58,132,7,"No"
7,2078,5,23,4,4,1,7,5,0,7,7,0,0,0,370,0,41,0,34,57,6,-1,50,121,6,"No"
0,375,0,11,5,1,0,-1,3,0,3,1,0,0,0,65,0,8,0,12,11,1,1,11,25,0,"No"
627,8391,17,117,39,6,7,3,19,0,43,32,0,0,0,1780,0,276,0,55,298,31,25,255,697,86,"No"
44,5315,17,136,10,7,8,7,8,0,57,15,0,0,0,801,0,178,0,8,162,8,-1,201,379,8,"No"
50,5473,12,76,30,10,5,13,7,0,18,14,0,0,0,1142,0,166,0,98,138,8,-1,122,298,28,"No"
975,10474,12,131,39,7,5,4,11,0,19,30,0,0,0,1280,0,205,0,6,257,27,4,225,575,61,"No"
15,2444,7,29,7,3,3,3,3,0,14,6,0,0,0,360,0,91,0,2,63,6,-1,90,168,9,"No"
8,6390,18,37,13,7,10,1,12,0,29,17,0,0,0,906,0,220,0,9,197,19,-1,203,431,12,"No"
284,7279,13,92,36,12,8,4,10,0,12,16,0,0,0,1248,0,160,0,97,173,13,-1,154,348,7,"No"
11,2178,4,26,7,2,2,3,5,0,12,6,0,0,0,334,0,50,0,3,58,5,-1,63,132,5,"No"
0,2853,5,48,14,5,4,5,6,0,11,11,0,0,0,577,0,85,0,7,107,14,3,109,256,23,"No"
15,3591,10,63,19,4,4,-1,6,0,22,8,0,0,0,511,0,84,0,14,103,12,-1,119,259,25,"No"
8,2636,7,26,7,4,4,-1,6,0,13,6,0,0,0,409,0,90,0,2,73,5,-1,90,173,5,"No"
2,2222,6,33,12,4,4,-1,6,0,11,7,0,0,0,405,0,49,0,4,64,10,-1,77,172,21,"No"
53,2914,10,44,14,5,6,4,6,0,13,8,0,0,0,451,0,65,0,3,93,12,-1,111,235,19,"No"
38,3816,10,45,25,7,5,5,6,0,19,11,0,0,0,755,0,60,0,20,126,16,-1,132,297,23,"No"
2,1311,2,11,3,4,2,1,3,0,5,4,0,0,0,275,0,32,0,-1,36,7,-1,41,84,-1,"No"
0,617,1,7,4,4,1,-1,2,0,3,1,0,0,0,117,0,13,0,-1,17,2,-1,19,43,3,"No"
2,1258,2,1,-1,5,2,-1,2,0,11,4,0,0,0,259,0,32,0,-1,36,4,-1,40,82,1,"No"
0,372,1,3,2,1,-1,-1,1,0,7,2,0,0,0,-1,0,10,0,2,-1,-1,-1,35,35,-1,"No"
2,858,1,8,3,3,3,-1,2,0,5,6,0,0,0,172,0,21,0,7,27,4,-1,27,60,1,"No"
14,555,2,11,3,1,2,1,3,0,4,2,0,0,0,78,0,2,0,3,17,1,-1,25,50,6,"No"
3,2830,5,22,8,2,4,7,6,0,13,8,0,0,0,510,0,74,0,2,67,12,-1,100,195,16,"No"
7,2105,6,48,8,2,3,4,3,0,8,3,0,0,0,433,0,74,0,3,54,7,-1,59,139,18,"No"
2,683,2,3,-1,3,2,-1,2,0,6,2,0,0,0,146,0,20,0,2,19,3,-1,26,49,1,"No"
49,3186,7,44,9,2,4,-1,12,0,12,10,0,0,0,392,0,63,0,2,97,10,-1,91,213,14,"No"
1,833,2,11,2,3,2,-1,2,0,5,2,0,0,0,166,0,18,0,1,31,4,-1,33,68,-1,"No"
1,1262,4,31,9,3,4,2,4,0,9,5,0,0,0,219,0,26,0,-1,34,4,-1,45,84,-1,"No"
440,4124,11,74,12,6,5,5,5,0,18,17,0,0,0,672,0,91,0,7,133,11,-1,122,282,15,"No"
0,1200,3,26,3,1,2,3,2,0,11,3,0,0,0,238,0,57,0,1,38,6,-1,46,90,-1,"No"
8,4537,11,43,16,3,5,5,12,0,19,15,0,0,0,805,0,103,0,4,148,15,-1,142,332,25,"No"
25,2283,5,31,17,3,4,5,5,0,36,8,0,0,0,334,0,5,0,5,69,5,1,75,165,14,"No"
1,4172,8,-1,-1,5,2,-1,9,0,28,10,0,0,0,594,0,91,0,30,107,7,-1,78,192,-1,"No"
4,1670,5,46,9,-1,4,3,6,0,9,4,0,0,0,340,0,52,0,-1,56,3,-1,70,142,12,"No"
0,1237,3,17,4,2,2,1,2,0,5,3,0,0,0,278,0,30,0,1,39,7,-1,40,87,1,"No"
2,2099,6,16,6,3,2,2,4,0,12,5,0,0,0,289,0,46,0,-1,71,9,-1,63,146,2,"No"
0,1643,5,5,3,4,2,-1,3,0,5,4,0,0,0,275,0,20,0,1,46,8,-1,47,113,12,"No"
2,1324,4,16,5,2,1,1,3,0,5,4,0,0,0,236,0,41,0,7,39,5,-1,30,81,7,"No"
50,3300,7,41,18,-1,3,6,6,0,15,8,0,0,0,524,0,97,0,4,121,12,-1,111,250,5,"No"
2030,11591,34,178,16,3,21,5,20,0,46,74,0,0,0,2422,0,231,0,94,360,37,19,285,823,121,"No"
0,968,3,11,3,3,1,2,2,0,5,2,0,0,0,177,0,26,0,-1,24,4,-1,35,64,-1,"No"
8,3498,6,41,13,5,4,1,6,0,9,9,0,0,0,503,0,83,0,4,95,11,-1,100,216,8,"No"
1,1407,2,11,7,4,1,2,2,0,6,3,0,0,0,148,0,47,0,17,37,3,-1,31,74,2,"No"
1,361,2,11,7,1,1,1,1,0,2,2,0,0,0,-1,0,13,0,3,-1,-1,-1,35,36,1,"No"
601,4431,14,93,10,7,3,5,7,0,34,22,0,0,0,791,0,93,0,10,120,14,13,118,296,30,"No"
0,835,2,8,2,2,1,-1,4,0,5,1,0,0,0,145,0,22,0,7,27,2,-1,26,56,0,"No"
11,2568,6,55,12,3,4,1,6,0,16,6,0,0,0,403,0,52,0,2,62,12,-1,89,186,21,"No"
13,1898,6,30,5,3,4,3,4,0,14,5,0,0,0,243,0,38,0,2,64,5,-1,68,139,1,"No"
2,1963,4,15,6,3,3,1,5,0,11,7,0,0,0,256,0,54,0,43,40,5,-1,49,100,4,"No"
0,1806,4,39,5,4,3,2,5,0,6,4,0,0,0,322,0,44,0,1,51,7,1,61,130,9,"No"
16,2171,5,17,14,3,3,1,4,0,14,6,0,0,0,296,0,57,0,7,58,5,-1,72,158,21,"No"
13,3899,11,64,14,4,4,6,8,0,19,12,0,0,0,722,0,58,0,3,135,10,-1,136,291,10,"No"
110,6914,25,139,30,10,10,11,10,0,42,21,0,0,0,1231,0,278,0,22,285,10,-1,287,624,41,"No"
79,2056,6,28,5,4,3,4,3,0,9,4,0,0,0,273,0,14,0,2,60,6,-1,69,148,11,"No"
125,5469,16,67,22,3,9,4,7,0,24,18,0,0,0,736,0,174,0,12,201,10,-1,191,421,18,"No"
14,1430,4,23,-1,2,2,2,3,0,16,5,0,0,0,223,0,43,0,-1,33,4,-1,52,91,2,"No"
6,1114,2,7,4,1,2,1,3,0,7,3,0,0,0,262,0,38,0,3,44,4,-1,45,98,4,"No"
1,1244,3,25,6,2,2,-1,4,0,5,5,0,0,0,194,0,30,0,-1,42,6,-1,42,101,10,"No"
36,3093,9,27,9,3,5,5,12,0,23,6,0,0,0,556,0,64,0,6,91,10,1,92,198,4,"No"
262,5681,16,60,30,4,11,5,9,0,28,21,0,0,0,697,0,111,0,16,169,13,-1,222,421,16,"No"
0,1573,6,28,3,2,2,2,3,0,8,4,0,0,0,287,0,55,0,3,53,6,3,59,127,5,"No"
79,3501,13,95,26,5,6,6,6,0,23,11,0,0,0,656,0,172,0,7,102,6,-1,130,263,25,"No"
10,3006,4,19,8,3,3,4,5,0,13,7,0,0,0,173,0,63,0,1,71,5,-1,87,173,10,"No"
1,1023,3,16,8,3,2,-1,3,0,2,2,0,0,0,151,0,27,0,-1,32,4,2,37,79,3,"No"
1,2139,5,17,5,2,2,1,4,0,9,7,0,0,0,341,0,52,0,4,64,3,-1,79,151,4,"No"
3,4130,11,44,18,2,4,1,7,0,20,18,0,0,0,758,0,121,0,81,87,10,-1,101,229,30,"No"
73,3698,10,51,21,6,4,6,7,0,18,13,0,0,0,485,0,87,0,14,99,5,-1,148,272,19,"No"
2,1385,2,18,5,2,1,2,3,0,6,4,0,0,0,246,0,43,0,18,40,2,-1,33,80,3,"No"
0,949,3,10,5,2,2,3,3,0,6,3,0,0,0,133,0,25,0,-1,27,3,-1,35,66,0,"No"
17,1751,3,22,3,2,1,2,3,0,13,5,0,0,0,298,0,18,0,24,39,3,-1,38,95,13,"No"
0,2258,7,56,6,3,4,6,6,0,11,7,0,0,0,441,0,66,0,2,87,7,-1,75,173,3,"No"
18,2427,8,40,12,3,5,2,5,0,9,9,0,0,0,433,0,47,0,5,75,8,-1,85,191,22,"No"
2,345,-1,4,2,2,-1,-1,1,0,4,-1,0,0,0,61,0,6,0,-1,15,2,1,5,23,-1,"No"
18,5762,8,31,7,10,7,4,13,0,25,10,0,0,0,965,0,109,0,4,180,21,-1,199,442,41,"No"
65,7550,6,88,25,6,3,13,13,0,34,22,0,0,0,991,0,176,0,151,142,16,0,164,342,17,"No"
1,915,3,15,3,-1,2,1,3,0,7,5,0,0,0,134,0,12,0,-1,33,2,-1,38,79,6,"No"
3,735,2,22,4,2,2,1,2,0,5,2,0,0,0,167,0,19,0,1,27,4,-1,30,69,7,"No"
80,2404,8,24,7,5,3,3,5,0,11,6,0,0,0,329,0,54,0,8,75,10,-1,85,181,10,"No"
4,1208,2,1,7,1,0,-1,3,0,8,3,0,0,0,261,0,20,0,2,30,5,2,33,72,1,"No"
1,1686,2,17,6,5,2,2,2,0,5,4,0,0,0,223,0,53,0,5,45,6,-1,59,116,6,"No"
2,710,1,14,2,2,1,2,4,0,5,2,0,0,0,152,0,21,0,3,22,2,-1,25,54,4,"No"
2,988,3,18,4,2,2,2,3,0,6,4,0,0,0,154,0,18,0,1,30,4,-1,28,71,8,"No"
0,950,3,15,3,3,2,3,4,0,3,2,0,0,0,134,0,24,0,1,24,5,2,38,70,1,"No"
10,3077,11,39,11,4,4,-1,6,0,7,8,0,0,0,484,0,132,0,8,130,11,-1,111,263,10,"No"
4,2012,6,15,3,4,2,4,4,0,11,6,0,0,0,251,0,47,0,1,54,8,-1,69,143,11,"No"
8,1764,5,18,8,3,3,2,3,0,11,5,0,0,0,394,0,46,0,-1,52,7,-1,53,129,16,"No"
18,3706,8,38,12,2,6,4,7,0,16,7,0,0,0,545,0,78,0,7,136,7,-1,141,295,10,"No"
43,877,3,29,5,3,2,-1,4,0,8,4,0,0,0,225,0,19,0,2,29,3,1,29,71,9,"No"
0,1000,2,4,2,1,2,2,2,0,5,2,0,0,0,155,0,24,0,2,30,3,-1,30,65,1,"No"
8,1739,3,14,8,2,2,1,2,0,7,3,0,0,0,207,0,47,0,5,45,6,3,51,107,1,"No"
3,1508,3,16,6,4,2,0,5,0,4,5,0,0,0,327,0,35,0,4,60,6,-1,49,122,6,"No"
0,1289,5,19,9,2,2,2,2,0,3,3,0,0,0,202,0,29,0,1,41,5,-1,39,98,13,"No"
152,5423,15,63,20,11,11,6,10,0,32,18,0,0,0,676,0,124,0,6,171,9,-1,189,407,37,"No"
6,2303,8,-1,8,3,3,0,6,0,5,5,0,0,0,420,0,32,0,3,69,5,-1,73,149,1,"No"
161,3434,22,63,10,8,6,3,3,0,21,13,0,0,0,582,0,85,0,15,182,16,-1,217,435,19,"No"
4,1018,4,8,3,3,2,6,2,0,6,2,0,0,0,171,0,45,0,0,34,4,-1,36,78,3,"No"
27,2360,4,26,5,1,1,4,5,0,10,4,0,0,0,456,0,46,0,3,60,7,1,57,133,7,"No"
25,4732,12,58,14,8,3,5,5,0,13,9,0,0,0,584,0,103,0,10,118,16,-1,152,309,23,"No"
107,9302,26,87,31,10,13,8,14,0,46,23,0,0,0,1929,0,324,0,36,263,18,-1,359,661,20,"No"
2,1359,3,6,8,4,1,1,2,0,6,3,0,0,0,148,0,20,0,1,41,2,-1,36,83,4,"No"
18,4832,14,48,14,6,7,-1,9,0,23,20,0,0,0,1030,0,67,0,14,146,16,2,206,370,-1,"No"
2,1783,4,7,4,4,2,-1,3,0,6,4,0,0,0,238,0,27,0,2,49,7,-1,57,124,10,"No"
9,3471,5,75,13,3,4,1,7,0,15,9,0,0,0,614,0,100,0,4,126,14,7,87,250,15,"No"
7,2188,2,15,7,3,2,-1,6,0,16,11,0,0,0,468,0,60,0,39,72,8,-1,55,142,6,"No"
19,1504,11,29,8,16,9,3,4,0,8,12,0,0,0,248,0,42,0,15,127,15,-1,175,329,12,"No"
2,1167,6,23,10,3,2,1,4,0,5,4,0,0,0,263,0,25,0,-1,44,4,-1,70,123,4,"No"
617,6661,19,113,14,7,10,1,11,0,25,19,0,0,0,1458,0,136,0,20,244,25,-1,192,538,76,"No"
82,8040,17,103,36,5,13,27,12,0,31,23,0,0,0,928,0,209,0,24,203,12,-1,284,540,40,"No"
2,1581,3,16,4,-1,2,-1,2,0,5,2,0,0,0,262,0,33,0,1,50,3,-1,43,97,1,"No"
0,658,1,5,2,3,2,-1,2,0,4,3,0,0,0,118,0,16,0,1,22,1,1,26,54,4,"No"
2,1843,5,29,5,2,3,3,4,0,10,6,0,0,0,248,0,48,0,-1,49,7,-1,57,114,1,"No"
48,4539,12,97,35,5,6,2,9,0,30,9,0,0,0,695,0,106,0,6,141,12,-1,157,333,22,"No"
464,12889,38,199,47,6,18,48,17,0,76,36,0,0,0,2265,0,553,0,38,426,22,-1,461,917,7,"No"
2,3281,8,39,7,1,3,12,5,0,16,7,0,0,0,492,0,42,0,2,93,12,-1,94,211,12,"No"
64,5741,13,78,25,3,6,6,6,0,23,7,0,0,0,964,0,95,0,8,172,17,-1,180,379,10,"No"
1,1694,3,7,5,3,3,1,4,0,11,6,0,0,0,256,0,47,0,4,46,6,1,58,121,8,"No"
0,853,1,16,2,2,2,-1,2,0,6,2,0,0,0,138,0,17,0,2,28,4,-1,30,63,0,"No"
40,3640,12,62,6,6,12,1,8,0,14,14,0,0,0,672,0,69,0,19,135,21,-1,156,315,2,"No"
3,1185,2,13,11,2,2,-1,2,0,11,4,0,0,0,158,0,22,0,1,36,4,2,39,83,1,"No"
4,1215,3,23,3,2,2,-1,3,0,5,3,0,0,0,205,0,35,0,1,35,5,1,44,88,3,"No"
39,2549,6,31,11,2,2,5,6,0,11,7,0,0,0,355,0,59,0,4,66,4,-1,75,164,18,"No"
29,2059,6,38,7,3,3,2,4,0,7,6,0,0,0,339,0,61,0,6,56,8,-1,67,137,6,"No"
0,624,2,5,2,2,2,-1,2,0,3,2,0,0,0,100,0,16,0,2,20,3,-1,27,50,-1,"No"
2,2350,4,40,7,4,4,3,6,0,8,6,0,0,0,342,0,53,0,6,73,8,-1,89,200,29,"No"
7,3207,7,56,11,2,4,4,6,0,13,9,0,0,0,426,0,62,0,3,96,7,-1,106,221,11,"No"
5,1315,5,32,5,2,2,1,3,0,6,6,0,0,0,248,0,24,0,1,54,5,-1,55,115,1,"No"
0,1348,6,17,8,3,3,-1,4,0,6,12,0,0,0,253,0,-1,0,6,88,12,-1,88,212,24,"No"
12,2378,7,45,10,-1,4,4,4,0,17,7,0,0,0,405,0,89,0,3,73,4,-1,80,168,10,"No"
4,1761,4,17,4,5,3,-1,4,0,9,4,0,0,0,351,0,16,0,-1,50,6,-1,55,112,1,"No"
9,5289,10,39,14,3,5,3,7,0,22,11,0,0,0,693,0,159,0,1,139,10,-1,150,307,7,"No"
30,2657,8,60,7,2,2,3,4,0,16,11,0,0,0,461,0,53,0,53,60,5,-1,64,148,19,"No"
5,2374,5,34,7,4,3,-1,6,0,14,8,0,0,0,611,0,33,0,6,77,7,-1,71,162,6,"No"
14,883,2,6,-1,2,2,2,2,0,5,3,0,0,0,164,0,18,0,-1,27,3,-1,32,62,-1,"No"
9,1982,7,25,13,3,3,3,3,0,5,6,0,0,0,303,0,52,0,3,61,5,-1,73,142,2,"No"
0,537,2,7,2,1,1,-1,3,0,3,2,0,0,0,97,0,15,0,10,11,1,0,16,29,-1,"No"
