"English language learners","Enrollment","Guidance counselors","instructional_aides_fte","lea_admin_support_staff_fte","lea_administrators_fte","librarian_specialists_fte","librarian_support_staff_fte","number_of_schools","other_staff_fte","school_admin_support_staff_fte","school_administrators_fte","school_counselors_fte","school_psychologists_fte","school_staff_total_fte","spec_ed_students","supervisory_union_number","support_staff_other_fte","support_staff_stu_wo_psych_fte","support_staff_students_fte","teachers_elementary_fte","teachers_kindergarten_fte","teachers_prek_fte","teachers_secondary_fte","teachers_total_fte","teachers_ungraded_fte","migrantYN"
11,891,3,-1,1,1,1,-1,1,0,0,1,0,0,0,99,0,3,0,2,0,0,0,47,47,-2,"No"
16,4096,5,-1,5,2,3,-1,7,0,3,8,0,0,0,741,0,6,0,3,92,13,0,110,215,-2,"No"
0,625,1,-1,0,1,0,-1,2,0,0,2,0,0,0,103,0,7,0,2,20,2,1,19,42,-2,"No"
50,3196,0,-1,2,2,0,-1,8,0,3,5,0,0,0,532,0,19,0,8,110,5,4,18,137,-2,"No"
3,1177,1,-1,0,1,1,-1,4,0,0,3,0,0,0,139,0,1,0,0,29,5,1,32,67,-2,"No"
543,2647,0,-1,3,1,3,-1,5,0,2,5,0,0,0,272,0,11,0,13,98,8,0,50,156,-2,"No"
8,1394,1,-1,1,1,3,-1,4,0,1,3,0,0,0,262,0,17,0,2,33,5,0,36,75,-2,"No"
1,412,0,-1,0,1,1,-1,3,0,0,2,0,0,0,90,0,4,0,1,12,3,0,18,33,-2,"No"
23,2946,2,-1,5,3,4,-1,4,0,1,4,0,0,0,441,0,30,0,10,63,9,4,76,152,-2,"No"
0,2376,2,-1,2,1,1,-1,8,0,1,7,0,0,0,343,0,17,0,6,58,5,4,52,119,-2,"No"
19,3261,0,-1,10,2,6,-1,7,0,8,6,0,0,0,515,0,30,0,19,125,14,1,43,183,-2,"No"
22,3380,3,-1,7,2,4,-1,5,0,1,5,0,0,0,694,0,50,0,14,79,12,0,98,190,-2,"No"
1229,5553,0,-1,13,2,1,-1,10,0,2,9,0,0,0,770,0,27,0,31,285,24,1,18,328,-2,"No"
1,343,0,-1,0,1,0,-1,2,0,0,2,0,0,0,59,0,0,0,1,13,2,0,7,23,-2,"No"
0,60,0,-1,0,0,0,-1,1,0,0,1,0,0,0,17,0,0,0,0,4,1,0,1,6,-2,"No"
415,4888,0,-1,9,2,8,-1,8,0,5,5,0,0,0,1002,0,45,0,15,131,11,3,79,225,-2,"No"
54,2450,7,-1,7,2,2,-1,2,0,1,1,0,0,0,403,0,17,0,5,0,0,0,128,128,-2,"No"
111,694,0,-1,1,2,2,-1,3,0,0,2,0,0,0,122,0,4,0,4,27,0,0,14,42,-2,"No"
0,776,0,-1,0,1,1,-1,5,0,0,4,0,0,0,136,0,11,0,1,17,3,1,26,48,-2,"No"
44,1318,1,-1,1,1,1,-1,3,0,0,3,0,0,0,256,0,14,0,3,38,7,2,20,67,-2,"No"
29,627,2,-1,1,1,1,-1,1,0,1,1,0,0,0,87,0,6,0,1,0,0,0,34,34,-2,"No"
0,313,1,-1,0,0,0,-1,3,0,0,2,0,0,0,70,0,6,0,1,6,3,1,14,24,-2,"No"
93,1951,2,-1,2,1,1,-1,4,0,0,4,0,0,0,244,0,14,0,3,39,2,1,51,95,-2,"No"
0,848,0,-1,0,1,0,-1,1,0,0,2,0,0,0,139,0,4,0,1,28,5,0,13,46,-2,"No"
0,971,3,-1,0,1,1,-1,1,0,1,1,0,0,0,77,0,4,0,0,0,0,0,55,55,-2,"No"
-2,-2,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-2,0,31,0,4,0,0,0,0,0,-2,"No"
4,1973,0,-1,2,2,0,-1,4,0,3,4,0,0,0,331,0,19,0,10,72,9,5,18,104,-2,"No"
0,487,0,-1,0,0,1,-1,2,0,0,1,0,0,0,71,0,0,0,0,19,0,1,6,27,-2,"No"
0,195,1,-1,0,0,0,-1,1,0,0,1,0,0,0,30,0,0,0,0,0,0,0,17,17,-2,"No"
13,1646,0,-1,2,1,2,-1,2,0,0,2,0,0,0,251,0,12,0,11,70,7,3,29,109,-2,"No"
0,482,1,-1,1,1,0,-1,1,0,1,1,0,0,0,94,0,5,0,0,0,0,0,25,25,-2,"No"
0,872,0,-1,0,1,0,-1,1,0,0,1,0,0,0,124,0,6,0,2,30,4,0,10,44,-2,"No"
0,236,0,-1,0,0,0,-1,1,0,0,0,0,0,0,38,0,2,0,0,11,2,0,0,13,-2,"No"
55,3621,0,-1,3,2,5,-1,5,0,1,5,0,0,0,559,0,0,0,5,114,9,5,53,181,-2,"No"
44,2273,5,-1,3,1,1,-1,1,0,3,1,0,0,0,282,0,0,0,1,0,0,0,120,120,-2,"No"
41,2212,0,-1,5,3,0,-1,3,0,0,3,0,0,0,322,0,8,0,7,60,9,0,38,107,-2,"No"
554,7530,8,-1,7,3,12,-1,20,0,5,19,0,0,0,1181,0,97,0,26,169,23,5,165,363,-2,"No"
17,1283,1,-1,2,1,0,-1,4,0,0,3,0,0,0,205,0,11,0,3,21,4,2,48,75,-2,"No"
0,311,0,-1,0,1,0,-1,1,0,0,0,0,0,0,54,0,0,0,0,17,2,0,0,19,-2,"No"
0,1671,1,-1,2,1,4,-1,5,0,1,5,0,0,0,245,0,0,0,1,51,7,1,49,108,-2,"No"
0,301,0,-1,0,1,0,-1,1,0,0,0,0,0,0,48,0,2,0,0,17,2,0,3,22,-2,"No"
15,1295,0,-1,2,0,1,-1,2,0,0,2,0,0,0,242,0,0,0,2,38,5,0,19,62,-2,"No"
0,1053,3,-1,1,1,1,-1,1,0,0,1,0,0,0,153,0,0,0,2,0,0,0,48,48,-2,"No"
0,1161,1,-1,0,1,1,-1,4,0,0,3,0,0,0,137,0,8,0,2,23,3,1,36,63,-2,"No"
0,398,1,-1,0,1,0,-1,3,0,1,1,0,0,0,63,0,0,0,0,7,1,1,13,24,-2,"No"
2,2647,4,-1,5,2,4,-1,6,0,1,6,0,0,0,408,0,23,0,11,60,4,1,83,149,-2,"No"
38,537,0,-1,0,1,1,-1,2,0,0,2,0,0,0,61,0,3,0,3,17,3,0,18,38,-2,"No"
80,812,0,-1,1,1,1,-1,1,0,1,1,0,0,0,126,0,4,0,4,36,0,0,13,50,-2,"No"
239,8027,21,-1,14,1,4,-1,4,0,10,3,0,0,0,964,0,65,0,16,0,0,0,374,374,-2,"No"
2,704,0,-1,1,0,1,-1,2,0,1,1,0,0,0,127,0,6,0,3,17,2,3,22,44,-2,"No"
0,607,0,-1,0,1,1,-1,2,0,0,2,0,0,0,109,0,2,0,1,15,2,1,15,33,-2,"No"
32,2055,0,-1,2,3,4,-1,4,0,0,4,0,0,0,320,0,18,0,17,62,4,0,44,111,-2,"No"
0,573,1,-1,0,1,2,-1,3,0,1,2,0,0,0,86,0,2,0,0,17,2,2,25,46,-2,"No"
2,783,1,-1,1,1,0,-1,3,0,0,2,0,0,0,162,0,6,0,2,13,1,2,31,48,-2,"No"
14,1819,1,-1,3,2,0,-1,4,0,3,4,0,0,0,462,0,25,0,2,46,8,14,24,92,-2,"No"
2,1362,5,-1,2,1,1,-1,1,0,0,1,0,0,0,356,0,20,0,2,0,0,0,62,62,-2,"No"
3,2489,4,-1,1,2,3,-1,5,0,0,5,0,0,0,259,0,0,0,2,61,9,1,58,129,-2,"No"
0,456,0,-1,0,1,0,-1,3,0,0,2,0,0,0,77,0,4,0,0,15,2,1,13,31,-2,"No"
194,1971,0,-1,1,1,4,-1,4,0,3,4,0,0,0,357,0,18,0,14,72,7,2,45,128,-2,"No"
121,2260,8,-1,2,0,2,-1,1,0,5,1,0,0,0,383,0,17,0,5,0,0,0,104,104,-2,"No"
35,1956,2,-1,3,1,1,-1,4,0,3,4,0,0,0,482,0,23,0,4,36,6,0,60,102,-2,"No"
637,18211,22,-1,26,7,23,-1,21,0,33,21,0,0,0,2223,0,152,0,109,341,23,4,571,940,-2,"No"
0,562,0,-1,0,1,0,-1,1,0,0,1,0,0,0,104,0,4,0,1,20,3,3,4,30,-2,"No"
1,549,2,-1,0,1,1,-1,1,0,0,1,0,0,0,89,0,7,0,1,0,0,0,28,28,-2,"No"
0,313,1,-1,0,1,1,-1,3,0,0,1,0,0,0,48,0,2,0,1,8,1,2,13,25,-2,"No"
0,29,0,-1,0,1,0,-1,1,0,0,0,0,0,0,5,0,1,0,0,2,1,0,1,4,-2,"No"
0,797,0,-1,1,1,1,-1,4,0,1,2,0,0,0,167,0,7,0,2,18,3,0,27,48,-2,"No"
0,88,0,-1,0,0,0,-1,1,0,0,1,0,0,0,16,0,0,0,0,6,1,1,2,10,-2,"No"
0,98,0,-1,0,1,0,-1,2,0,0,0,0,0,0,21,0,0,0,0,9,0,0,0,9,-2,"No"
0,592,1,-1,0,1,1,-1,3,0,0,2,0,0,0,95,0,5,0,2,13,2,0,21,36,-2,"No"
0,796,1,-1,0,1,1,-1,4,0,0,2,0,0,0,173,0,0,0,1,20,4,1,21,46,-2,"No"
0,191,0,-1,0,1,0,-1,1,0,0,0,0,0,0,29,0,1,0,0,11,0,0,1,12,-2,"No"
13,5598,5,-1,9,2,11,-1,12,0,0,11,0,0,0,809,0,36,0,39,144,18,1,92,255,-2,"No"
0,290,0,-1,0,1,0,-1,1,0,1,1,0,0,0,44,0,2,0,0,9,1,0,3,13,-2,"No"
33,4129,14,-1,3,3,9,-1,2,0,0,2,0,0,0,671,0,44,0,23,0,0,0,305,305,-2,"No"
1,185,1,-1,0,1,0,-1,1,0,0,1,0,0,0,21,0,0,0,0,0,0,0,17,17,-2,"No"
0,276,0,-1,0,1,0,-1,2,0,0,0,0,0,0,55,0,0,0,0,10,1,0,6,17,-2,"No"
35,550,0,-1,1,1,1,-1,1,0,1,1,0,0,0,87,0,3,0,5,30,1,0,6,37,-2,"No"
123,4625,22,-1,3,4,5,-1,3,0,11,2,0,0,0,712,0,59,0,21,0,0,0,283,283,-2,"No"
0,720,1,-1,0,1,0,-1,3,0,0,2,0,0,0,123,0,0,0,0,11,2,4,27,44,-2,"No"
134,12452,10,-1,12,3,21,-1,20,0,0,20,0,0,0,1986,0,153,0,65,273,44,6,325,648,-2,"No"
36,989,0,-1,1,1,0,-1,2,0,0,2,0,0,0,96,0,5,0,3,41,5,0,14,60,-2,"No"
86,1735,0,-1,3,0,1,-1,6,0,0,5,0,0,0,247,0,9,0,1,46,5,1,47,100,-2,"No"
0,702,1,-1,1,1,1,-1,2,0,0,2,0,0,0,125,0,6,0,1,26,3,1,19,49,-2,"No"
216,2887,0,-1,2,1,3,-1,5,0,9,4,0,0,0,386,0,21,0,20,72,9,14,46,141,-2,"No"
1,680,0,-1,0,1,0,-1,3,0,0,2,0,0,0,107,0,9,0,1,21,3,1,11,36,-2,"No"
28,1715,0,-1,4,2,4,-1,4,0,4,3,0,0,0,299,0,20,0,10,72,4,0,51,129,-2,"No"
80,4758,22,-1,12,3,6,-1,4,0,21,2,0,0,0,531,0,40,0,20,0,0,0,304,304,-2,"No"
-2,-2,0,-1,0,0,0,-1,0,0,3,0,0,0,0,-2,0,34,0,0,0,0,0,0,0,-2,"No"
0,507,0,-1,0,1,0,-1,3,0,1,1,0,0,0,112,0,4,0,0,14,2,1,8,25,-2,"No"
0,439,0,-1,0,1,0,-1,2,0,0,1,0,0,0,56,0,1,0,0,21,2,0,9,32,-2,"No"
8,1040,0,-1,1,1,2,-1,1,0,1,3,0,0,0,183,0,8,0,9,42,2,0,24,69,-2,"No"
236,3065,0,-1,2,3,4,-1,7,0,0,6,0,0,0,455,0,27,0,19,111,14,1,54,180,-2,"No"
12,1742,6,-1,1,2,2,-1,1,0,10,1,0,0,0,195,0,11,0,5,0,0,0,95,95,-2,"No"
41,5040,0,-1,6,3,10,-1,10,0,6,10,0,0,0,877,0,45,0,37,199,10,4,99,312,-2,"No"
9,3098,12,-1,0,3,3,-1,1,0,4,1,0,0,0,551,0,35,0,5,0,0,0,162,162,-2,"No"
0,88,0,-1,0,1,0,-1,1,0,0,0,0,0,0,20,0,1,0,0,5,1,0,0,6,-2,"No"
0,338,0,-1,0,1,1,-1,2,0,1,1,0,0,0,90,0,4,0,1,10,2,0,15,27,-2,"No"
0,695,0,-1,0,1,1,-1,2,0,2,1,0,0,0,127,0,9,0,0,18,3,1,21,43,-2,"No"
0,196,0,-1,0,1,0,-1,1,0,0,0,0,0,0,41,0,1,0,0,10,2,0,3,15,-2,"No"
0,250,0,-1,0,0,1,-1,1,0,0,0,0,0,0,57,0,2,0,0,9,1,1,2,13,-2,"No"
0,96,0,-1,0,0,0,-1,1,0,0,0,0,0,0,20,0,1,0,0,0,0,0,4,4,-2,"No"
0,559,0,-1,1,1,0,-1,2,0,0,1,0,0,0,80,0,4,0,3,24,2,4,0,30,-2,"No"
0,88,0,-1,0,0,0,-1,1,0,0,0,0,0,0,24,0,2,0,0,8,1,0,0,9,-2,"No"
0,55,1,-1,0,0,0,-1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,-2,"No"
2,3436,0,-1,2,2,1,-1,6,0,0,6,0,0,0,611,0,37,0,11,104,14,1,36,155,-2,"No"
2,2442,6,-1,6,1,1,-1,1,0,1,1,0,0,0,279,0,9,0,6,0,0,0,121,121,-2,"No"
1,2022,2,-1,2,1,2,-1,5,0,0,5,0,0,0,370,0,22,0,2,37,7,1,60,106,-2,"No"
0,734,1,-1,0,1,1,-1,5,0,0,2,0,0,0,104,0,0,0,0,21,3,1,27,52,-2,"No"
0,454,1,-1,0,1,1,-1,3,0,0,2,0,0,0,67,0,4,0,0,14,2,1,18,35,-2,"No"
43,1679,2,-1,1,2,1,-1,4,0,0,4,0,0,0,246,0,9,0,2,38,5,3,45,92,-2,"No"
2,1070,1,-1,1,1,2,-1,3,0,1,3,0,0,0,138,0,10,0,1,21,4,0,37,62,-2,"No"
88,5742,0,-1,6,4,10,-1,10,0,0,10,0,0,0,912,0,63,0,47,168,11,1,117,298,-2,"No"
665,14653,13,-1,20,3,17,-1,19,0,6,19,0,0,0,2082,0,61,0,29,331,30,7,357,725,-2,"No"
26,2084,3,-1,1,1,1,-1,5,0,0,2,0,0,0,375,0,29,0,9,78,10,4,24,117,-2,"No"
6,1576,4,-1,3,1,1,-1,1,0,0,1,0,0,0,284,0,9,0,4,0,0,0,86,86,-2,"No"
2402,12418,4,-1,21,4,20,-1,20,0,0,18,0,0,0,1641,0,99,0,91,383,32,0,210,626,-2,"No"
643,12754,47,-1,21,5,13,-1,7,0,4,5,0,0,0,1669,0,104,0,44,0,0,0,695,695,-2,"No"
0,420,0,-1,0,1,1,-1,2,0,0,2,0,0,0,68,0,5,0,0,14,1,1,15,31,-2,"No"
0,773,0,-1,1,1,1,-1,3,0,0,3,0,0,0,128,0,7,0,5,20,4,1,30,56,-2,"No"
0,380,0,-1,0,1,0,-1,3,0,0,1,0,0,0,98,0,6,0,0,14,0,1,13,28,-2,"No"
42,714,0,-1,0,1,2,-1,4,0,2,3,0,0,0,126,0,11,0,4,24,2,0,14,40,-2,"No"
50,1900,0,-1,4,2,3,-1,3,0,1,3,0,0,0,306,0,18,0,13,63,4,1,43,111,-2,"No"
3,1510,2,-1,1,2,0,-1,5,0,1,4,0,0,0,287,0,0,0,1,36,5,0,52,93,-2,"No"
0,550,0,-1,0,1,1,-1,4,0,1,2,0,0,0,97,0,1,0,0,13,2,1,18,34,-2,"No"
2,1634,2,-1,0,1,1,-1,5,0,2,5,0,0,0,340,0,23,0,1,32,5,2,54,93,-2,"No"
0,550,0,-1,0,1,1,-1,2,0,0,1,0,0,0,137,0,5,0,0,20,3,2,8,33,-2,"No"
2,2035,0,-1,1,1,1,-1,6,0,1,6,0,0,0,349,0,19,0,17,62,8,4,41,115,-2,"No"
36,4353,0,-1,3,3,7,-1,8,0,4,7,0,0,0,833,0,50,0,28,153,11,0,101,266,-2,"No"
0,292,1,-1,0,1,0,-1,3,0,0,1,0,0,0,72,0,2,0,0,7,1,0,8,16,-2,"No"
0,420,0,-1,0,1,1,-1,2,0,2,1,0,0,0,99,0,2,0,5,14,2,3,5,24,-2,"No"
0,705,0,-1,0,1,1,-1,2,0,0,2,0,0,0,126,0,0,0,0,21,2,2,21,46,-2,"No"
0,546,1,-1,0,0,1,-1,2,0,1,2,0,0,0,117,0,6,0,2,16,2,1,18,37,-2,"No"
0,524,1,-1,0,1,1,-1,3,0,0,2,0,0,0,64,0,4,0,1,19,2,0,15,36,-2,"No"
0,995,1,-1,1,1,1,-1,3,0,0,3,0,0,0,150,0,9,0,1,20,1,1,30,53,-2,"No"
10,3668,1,-1,6,1,0,-1,11,0,2,9,0,0,0,803,0,50,0,19,117,15,4,46,182,-2,"No"
2,2241,7,-1,2,2,1,-1,1,0,4,1,0,0,0,418,0,24,0,3,0,0,0,102,102,-2,"No"
0,296,0,-1,0,1,0,-1,1,0,1,1,0,0,0,39,0,2,0,1,12,2,2,5,21,-2,"No"
29,396,0,-1,0,1,1,-1,1,0,0,1,0,0,0,41,0,3,0,2,19,1,1,3,24,-2,"No"
378,14548,13,-1,17,1,7,-1,42,0,7,33,0,0,0,3493,0,228,0,66,274,50,29,426,781,-2,"No"
0,837,1,-1,0,1,0,-1,2,0,0,2,0,0,0,172,0,0,0,0,18,3,1,21,44,-2,"No"
18,2129,2,-1,0,1,1,-1,6,0,2,5,0,0,0,281,0,14,0,9,55,5,3,53,116,-2,"No"
-2,-2,0,-1,1,0,0,-1,1,0,0,1,0,0,0,-2,0,9,0,14,0,0,0,0,0,-2,"No"
31,927,0,-1,0,1,0,-1,3,0,0,3,0,0,0,141,0,12,0,5,35,4,0,19,58,-2,"No"
0,1310,1,-1,1,1,1,-1,5,0,0,5,0,0,0,205,0,1,0,1,32,5,0,38,75,-2,"No"
6,1811,2,-1,1,1,1,-1,6,0,0,6,0,0,0,293,0,13,0,9,45,7,3,46,101,-2,"No"
1,171,0,-1,0,1,0,-1,1,0,0,0,0,0,0,37,0,2,0,0,7,1,0,3,11,-2,"No"
0,506,2,-1,0,1,1,-1,1,0,0,1,0,0,0,92,0,4,0,1,0,0,0,29,29,-2,"No"
0,1395,1,-1,1,2,1,-1,4,0,2,3,0,0,0,289,0,19,0,3,31,6,3,38,78,-2,"No"
1047,28456,20,-1,31,4,15,-1,28,0,28,32,0,0,0,3653,0,265,0,161,598,40,0,780,1420,-2,"No"
105,2200,2,-1,1,2,2,-1,5,0,0,5,0,0,0,381,0,9,0,1,60,9,2,66,137,-2,"No"
0,228,0,-1,0,1,0,-1,1,0,0,0,0,0,0,52,0,2,0,0,7,1,0,3,11,-2,"No"
0,316,0,-1,0,0,0,-1,2,0,1,1,0,0,0,77,0,5,0,1,10,1,1,14,26,-2,"No"
0,1351,1,-1,3,1,1,-1,3,0,1,3,0,0,0,218,0,1,0,1,26,1,1,52,81,-2,"No"
0,537,0,-1,0,1,0,-1,3,0,0,1,0,0,0,103,0,1,0,0,17,3,2,9,31,-2,"No"
9,837,0,-1,1,1,2,-1,2,0,0,2,0,0,0,127,0,6,0,5,25,4,2,22,53,-2,"No"
0,173,0,-1,0,1,1,-1,1,0,0,0,0,0,0,53,0,2,0,0,6,2,0,4,12,-2,"No"
0,724,0,-1,0,1,1,-1,3,0,2,3,0,0,0,99,0,4,0,1,15,3,1,30,50,-2,"No"
1,1302,0,-1,1,1,0,-1,4,0,1,4,0,0,0,277,0,22,0,5,40,8,0,21,69,-2,"No"
1,733,0,-1,0,1,1,-1,2,0,1,2,0,0,0,97,0,6,0,2,28,4,2,11,45,-2,"No"
0,908,3,-1,1,1,1,-1,1,0,1,1,0,0,0,145,0,8,0,0,0,0,0,40,40,-2,"No"
0,551,0,-1,0,1,1,-1,2,0,0,2,0,0,0,110,0,6,0,1,15,3,2,15,35,-2,"No"
344,1865,0,-1,2,2,0,-1,6,0,0,7,0,0,0,205,0,6,0,3,60,3,3,24,90,-2,"No"
0,185,0,-1,0,1,0,-1,1,0,0,0,0,0,0,32,0,2,0,0,8,1,1,1,11,-2,"No"
11,1047,0,-1,1,2,1,-1,2,0,0,2,0,0,0,128,0,8,0,6,36,4,0,20,60,-2,"No"
0,704,0,-1,1,1,0,-1,1,0,0,1,0,0,0,70,0,5,0,1,24,2,0,10,37,-2,"No"
101,4483,18,-1,2,1,2,-1,1,0,7,1,0,0,0,593,0,27,0,6,0,0,0,243,243,-2,"No"
0,1317,1,-1,0,0,0,-1,6,0,1,4,0,0,0,257,0,13,0,5,39,4,3,23,69,-2,"No"
0,642,2,-1,0,1,1,-1,1,0,0,1,0,0,0,114,0,6,0,1,0,0,0,32,32,-2,"No"
6,721,1,-1,0,1,0,-1,2,0,0,2,0,0,0,124,0,0,0,1,17,3,1,26,47,-2,"No"
0,1023,1,-1,0,1,1,-1,4,0,0,4,0,0,0,196,0,12,0,2,23,3,2,31,60,-2,"No"
80,1400,0,-1,2,1,4,-1,4,0,1,4,0,0,0,209,0,12,0,9,53,4,0,35,92,-2,"No"
383,5020,17,-1,5,2,3,-1,3,0,30,3,0,0,0,960,0,27,0,8,0,0,0,252,252,-2,"No"
2,982,1,-1,0,0,1,-1,3,0,2,3,0,0,0,143,0,9,0,2,18,3,2,37,60,-2,"No"
447,2137,0,-1,6,3,3,-1,3,0,1,3,0,0,0,299,0,16,0,4,68,6,2,45,121,-2,"No"
15,7121,12,-1,5,3,2,-1,14,0,8,14,0,0,0,1341,0,74,0,13,156,31,14,181,383,-2,"No"
4,264,0,-1,0,1,0,-1,1,0,0,1,0,0,0,80,0,2,0,0,10,2,0,5,17,-2,"No"
0,560,1,-1,0,1,0,-1,2,0,0,2,0,0,0,96,0,3,0,0,14,2,2,15,33,-2,"No"
0,187,0,-1,0,1,0,-1,1,0,0,0,0,0,0,36,0,2,0,1,7,0,0,5,12,-2,"No"
95,1531,0,-1,1,2,0,-1,5,0,0,5,0,0,0,239,0,16,0,5,60,4,0,21,85,-2,"No"
0,786,2,-1,0,1,1,-1,1,0,2,1,0,0,0,153,0,8,0,1,0,0,0,47,47,-2,"No"
110,1907,5,-1,1,1,1,-1,1,0,4,2,0,0,0,193,0,8,0,1,0,0,0,94,94,-2,"No"
0,1064,1,-1,2,1,2,-1,2,0,0,2,0,0,0,169,0,11,0,2,32,1,1,28,62,-2,"No"
49,1907,2,-1,4,1,1,-1,4,0,0,2,0,0,0,329,0,15,0,6,33,3,1,62,100,-2,"No"
73,629,0,-1,1,1,1,-1,1,0,2,1,0,0,0,87,0,5,0,3,27,2,1,11,41,-2,"No"
6,4287,14,-1,9,1,3,-1,3,0,10,3,0,0,0,717,0,39,0,10,0,0,0,223,223,-2,"No"
121,893,0,-1,1,1,0,-1,2,0,1,1,0,0,0,139,0,8,0,3,34,2,0,10,46,-2,"No"
0,802,3,-1,2,1,1,-1,1,0,0,1,0,0,0,72,0,6,0,1,0,0,0,50,50,-2,"No"
311,2297,0,-1,1,3,0,-1,5,0,0,5,0,0,0,377,0,19,0,16,69,4,3,19,96,-2,"No"
32,934,3,-1,2,1,1,-1,2,0,0,2,0,0,0,93,0,8,0,2,0,0,0,52,52,-2,"No"
1,309,0,-1,0,1,0,-1,1,0,1,0,0,0,0,53,0,2,0,3,16,1,0,0,17,-2,"No"
14,1343,0,-1,2,0,3,-1,3,0,1,3,0,0,0,342,0,18,0,9,41,5,0,39,86,-2,"No"
129,539,0,-1,0,1,0,-1,1,0,1,1,0,0,0,85,0,6,0,2,26,3,0,7,36,-2,"No"
276,1562,0,-1,4,1,3,-1,3,0,0,3,0,0,0,280,0,19,0,11,58,6,1,37,102,-2,"No"
0,91,0,-1,0,1,0,-1,1,0,0,0,0,0,0,16,0,1,0,0,6,0,0,3,9,-2,"No"
0,1159,1,-1,1,1,2,-1,3,0,0,3,0,0,0,184,0,10,0,3,22,4,2,37,65,-2,"No"
0,1039,2,-1,0,1,2,-1,4,0,0,3,0,0,0,154,0,11,0,1,24,3,1,35,63,-2,"No"
19,1378,0,-1,1,1,2,-1,5,0,1,5,0,0,0,198,0,12,0,7,53,5,0,29,87,-2,"No"
85,1493,7,-1,3,1,1,-1,1,0,2,0,0,0,0,168,0,9,0,3,0,0,0,87,87,-2,"No"
1,1585,2,-1,4,1,3,-1,3,0,0,3,0,0,0,356,0,0,0,5,26,5,3,52,86,-2,"No"
0,284,0,-1,0,0,0,-1,1,0,0,1,0,0,0,67,0,3,0,0,11,2,0,3,16,-2,"No"
0,594,0,-1,0,0,1,-1,3,0,0,2,0,0,0,103,0,5,0,0,12,0,0,25,37,-2,"No"
1,229,0,-1,0,1,0,-1,1,0,1,0,0,0,0,39,0,2,0,0,8,0,0,2,10,-2,"No"
0,1698,2,-1,1,1,3,-1,4,0,0,4,0,0,0,380,0,13,0,4,31,5,2,52,90,-2,"No"
140,1734,0,-1,1,1,1,-1,5,0,0,5,0,0,0,300,0,18,0,9,62,9,5,34,110,-2,"No"
52,1113,3,-1,1,1,1,-1,1,0,1,1,0,0,0,176,0,9,0,0,0,0,0,62,62,-2,"No"
3,2223,2,-1,3,1,2,-1,4,0,0,3,0,0,0,334,0,1,0,3,35,4,1,81,121,-2,"No"
12,1033,0,-1,0,1,0,-1,3,0,0,3,0,0,0,192,0,10,0,3,27,4,1,17,49,-2,"No"
4,708,2,-1,2,1,1,-1,1,0,0,0,0,0,0,152,0,8,0,0,0,0,0,39,39,-2,"No"
253,6314,6,-1,5,3,2,-1,18,0,16,15,0,0,0,1144,0,77,0,18,155,19,4,127,306,-2,"No"
1,1349,2,-1,1,1,1,-1,6,0,1,5,0,0,0,233,0,12,0,5,28,4,2,40,75,-2,"No"
15,252,0,-1,0,1,1,-1,1,0,0,1,0,0,0,47,0,0,0,1,9,1,0,4,14,-2,"No"
1310,29353,25,-1,35,2,14,-1,53,0,21,49,0,0,0,4108,0,337,0,131,646,110,70,697,1525,-2,"No"
11,1562,0,-1,1,1,0,-1,3,0,2,3,0,0,0,230,0,12,0,2,49,8,0,29,88,-2,"No"
0,300,0,-1,0,1,0,-1,1,0,0,1,0,0,0,43,0,3,0,0,13,2,0,5,20,-2,"No"
1,157,0,-1,0,1,1,-1,1,0,0,1,0,0,0,35,0,2,0,2,10,1,0,4,15,-2,"No"
0,48,0,-1,0,1,0,-1,1,0,0,0,0,0,0,7,0,0,0,0,2,0,0,2,5,-2,"No"
27,669,0,-1,0,1,2,-1,2,0,0,2,0,0,0,108,0,6,0,4,21,3,0,11,35,-2,"No"
904,14324,2,-1,13,6,3,-1,27,0,0,26,0,0,0,2354,0,154,0,117,560,35,1,196,793,-2,"No"
14,263,0,-1,0,1,0,-1,1,0,0,0,0,0,0,35,0,1,0,2,14,2,0,6,22,-2,"No"
0,280,0,-1,0,1,0,-1,1,0,0,0,0,0,0,80,0,2,0,0,12,2,0,7,21,-2,"No"
828,6869,5,-1,10,3,1,-1,8,0,0,8,0,0,0,1101,0,56,0,16,147,13,0,134,294,-2,"No"
2,2054,2,-1,2,1,2,-1,4,0,0,4,0,0,0,408,0,19,0,7,40,7,3,57,107,-2,"No"
1,85,0,-1,0,0,0,-1,1,0,0,1,0,0,0,17,0,2,0,2,7,0,0,0,7,-2,"No"
0,983,0,-1,1,1,1,-1,2,0,0,1,0,0,0,222,0,11,0,1,29,5,0,18,52,-2,"No"
0,848,2,-1,1,1,1,-1,1,0,0,1,0,0,0,151,0,6,0,0,0,0,0,45,45,-2,"No"
17,522,0,-1,0,1,2,-1,3,0,0,1,0,0,0,91,0,6,0,4,16,2,1,17,36,-2,"No"
0,559,0,-1,0,1,1,-1,3,0,0,2,0,0,0,142,0,10,0,1,15,2,1,14,33,-2,"No"
2,409,0,-1,0,0,0,-1,1,0,0,1,0,0,0,89,0,5,0,2,15,3,0,5,23,-2,"No"
56,2553,2,-1,2,1,0,-1,6,0,2,6,0,0,0,362,0,25,0,9,54,9,2,71,136,-2,"No"
